StudnetID,Degree Level,School,Major Group,Gender Identity,Ethnicity,Domestic or International Status,Outcome,Have Info?,Placement Status,Employer,Industry,Full-time or Part-time,Position Type,Job Title,Job Level,Promotion or Return Offer from an Internship,Total post-graduation job offers,Employment Timing,Annual Salary Amount,Used Wasserman Services,Continuing Education School Name,Continuing Education Degree,Continuning Education Field,City,State,Country
LBTS_2023_8603,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,CBRE France,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)","Analyst, Real Estate Investment Banking & Debt Advisory, Capital Advisors",Mid-level,Not applicable,,,,No,,,,Paris,,France
LBTS_2023_5880,Bachelors,Leonard N. Stern School of Business,Business,Man,International,International,Working,Yes,Placed,Citi,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)","Analyst, S&T",Entry-level,Return offer from an internship,1,,110000,Yes,,,,New York,New York,United States of America
LBTS_2023_15627,Bachelors,College of Arts and Science,Mathematics and Economics,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,SiriusXM,Entertainment/Media,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)","Analyst, Sales Research Analytics",Entry-level,Not applicable,2,Before graduation,65000,Yes,,,,New York,New York,United States of America
LBTS_2023_15796,Bachelors,College of Arts and Science,Mathematics and Economics,Woman,International,International,Working,Yes,Placed,Walmart,Fashion/Retail/Consumer Products,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)","Analyst, Strategy & Transformation",Entry-level,Not applicable,,,,Yes,,,,Shenzhen,,China
LBTS_2023_3826,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Woman,White,Domestic,Working,Yes,Placed,Aspen Power,Energy,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)","Analyst, Technical Asset Management",Entry-level,Not applicable,3,Within 3 months of graduation,75000,Yes,,,,New York,New York,United States of America
LBTS_2023_14723,Masters,Graduate School of Arts and Science,Computer Science / Data Science/ Engineering/ Game Design,Woman,White,Domestic,Working,Yes,Placed,Medidata Solutions,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analytics Associate,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_8656,Bachelors,College of Arts and Science,Mathematics and Economics,Man,White,Domestic,Working,Yes,Placed,Self-employed,Not Available,,Freelance (developing one's own projects and selling them to clients),Analytics Consultant - Retail,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_16334,Masters,Graduate School of Arts and Science,Humanities,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Digitas UK,Marketing/Advertising/PR,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analytics Manager,Senior Level,Promotion from a previously held role,,,,No,,,,London,,United Kingdom
LBTS_2023_2727,Bachelors,College of Arts and Science,Social Sciences/ Social Work,Woman,White,Domestic,Working,Yes,Placed,Veeva Systems,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analytics Services Associate,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_7769,Bachelors,College of Arts and Science,Computer Science / Data Science/ Engineering/ Game Design,Man,White,Domestic,Working,Yes,Placed,The TCW Group,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analytics Software Developer,Entry-level,Return offer from an internship,,,,Yes,,,,Los Angeles,California,United States of America
LBTS_2023_15993,Bachelors,College of Arts and Science,Computer Science / Data Science/ Engineering/ Game Design,Man,Not Available,Domestic,Working,Yes,Placed,Epic Systems,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analytics Systems Administrator,Entry-level,Not applicable,2,Before graduation,88000,Yes,,,,Madison,Wisconsin,United States of America
LBTS_2023_683,Masters,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,White,Domestic,Working,Yes,Placed,The Masters School,Non-Profit/Social Services,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Annual Giving Studentship Manager,Mid-level,Not applicable,1,Within 3 months of graduation,68000,Yes,,,,,New York,United States of America
LBTS_2023_427,Masters,School of Professional Studies,Social Sciences/ Social Work,Woman,Hispanic,Domestic,Working,Yes,Placed,Sumitomo Mitsui Banking Corporation,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Anti-Money Laundering Compliance Analyst,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_16171,Masters,Silver School of Social Work,Social Sciences/ Social Work,Woman,International,International,Working,Yes,Placed,Sakhi for South Asian Women,Non-Profit/Social Services,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Anti-Violence Program Advocate,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_5539,Masters,Silver School of Social Work,Social Sciences/ Social Work,Man,International,International,Working,Yes,Placed,NYC Mayor's Office to End Domestic and Gender-Based Violence,Government/Military,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Anti-Violence Program Case Manager & Advocate,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_5711,Masters,"Steinhardt School of Culture, Education, and Human Development",Education,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,TASIS The American School in England,Education/Teaching,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",AP Economics Teacher,Mid-level,Not applicable,,,,No,,,,London,,United Kingdom
LBTS_2023_10331,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,TheoremLabs.io,Computer Science/Technology,Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",API and Cloud Engineer,Entry-level,Not applicable,None – I was not seeking any job offers,Between 3 and 6 months after graduation,,Yes,,,,,New York,United States of America
LBTS_2023_5545,Bachelors,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,White,Domestic,Working,Yes,Placed,Mississippi Department of Revenue,Government/Military,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Application Developer,Entry-level,,3,More than 6 months after graduation,40000,No,,,,Clinton,Mississippi,United States of America
LBTS_2023_9850,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Woman,Asian/Pacific Islander,International,Working,Yes,Placed,Amida Care,Insurance,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Application Developer,Entry-level,Not applicable,1,Before graduation,95000,No,,,,New York,New York,United States of America
LBTS_2023_4375,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,United Parcel Service,Transportation/Warehousing,Full-time (30+ hours/week),"Temporary/Contract Work Assignment (working for one client on a specific project, with a limited timeframe)",Application Developer,Mid-level,Not applicable,,,,Yes,,,,Parsippany,New Jersey,United States of America
LBTS_2023_6482,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,International,International,Working,Yes,Placed,STMicroelectronics,Engineering,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Application Engineer,Mid-level,Return offer from an internship,1,Before graduation,120000,Yes,,,,Schaumburg,Illinois,United States of America
LBTS_2023_1723,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,Hispanic,Domestic,Working,Yes,Placed,WhiteHat Security,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Application Security Engineer,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_7657,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,Hispanic,Domestic,Working,Yes,Placed,Amazon,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Application Security Engineer,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_8069,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,InterSystems,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Application Specialist,,,,,,Yes,,,,Cambridge,Massachusetts,United States of America
LBTS_2023_1777,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,University of Virginia,Education/Teaching,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Applications Systems Analyst 2,Entry-level,Not applicable,1,Before graduation,72000,Yes,,,,,,United States of America
LBTS_2023_9451,Masters,Graduate School of Arts and Science,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,JP Morgan Chase & Co.,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Applied AI and ML Associate,Entry-level,Return offer from an internship,1,Before graduation,,Yes,,,,,,United States of America
LBTS_2023_8100,Masters,Graduate School of Arts and Science,Mathematics and Economics,Woman,International,International,Working,Yes,Placed,Not Available,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Applied AI ML Associate,Entry-level,Return offer from an internship,1,Before graduation,150000,Yes,,,,New York,New York,United States of America
LBTS_2023_14396,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Accenture,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)","Applied Intelligence, Data Scientist",,,,,,Yes,,,,San Francisco,California,United States of America
LBTS_2023_15720,Masters,Graduate School of Arts and Science,Computer Science / Data Science/ Engineering/ Game Design,Man,International,International,Working,Yes,Placed,Not Available,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Applied Research Scientist,Mid-level,Promotion from a previously held role,1,More than 6 months after graduation,,Yes,,,,Toronto,,Canada
LBTS_2023_15011,Masters,Tandon School of Engineering,Sciences,Woman,White,Domestic,Working,Yes,Placed,NASA,Government/Military,Full-time (30+ hours/week),Internship,Applied Sciences Intern,Entry-level,Return offer from an internship,4 or more,Before graduation,24000,No,,,,Las Vegas,Nevada,United States of America
LBTS_2023_6683,Doctorate,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,International,International,Working,Yes,Placed,Amazon,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Applied Scientist,Mid-level,Return offer from an internship,,,,No,,,,Pisa,,Italy
LBTS_2023_15435,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Amazon,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Area Manager,Mid-level,Not applicable,4 or more,Between 3 and 6 months after graduation,75000,No,,,,New York,New York,United States of America
LBTS_2023_6509,Masters,Graduate School of Arts and Science,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,Microsoft,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Applied Scientist,Mid-level,Return offer from an internship,,,,Yes,,,,Richmond,Washington,United States of America
LBTS_2023_6330,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Education,Woman,Asian/Pacific Islander,Domestic,Working and In School,Yes,Placed,Coney Island Prep,Education/Teaching,Full-time (30+ hours/week),"Temporary/Contract Work Assignment (working for one client on a specific project, with a limited timeframe)",Apprentice Teacher,Entry-level,Not applicable,2,Within 3 months of graduation,57500,Yes,Relay Graduate School of Education,Masters,Education,New York,New York,United States of America
LBTS_2023_2816,Doctorate,Graduate School of Arts and Science,Humanities,Woman,White,Domestic,Working,Yes,Placed,The Riddle Lab,Science/Research,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Aquatics Technician,,,,,,No,,,,,,
LBTS_2023_112,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Sky Harbour Group,Other,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Aqusitions Associate,Mid-level,Not applicable,1,Within 3 months of graduation,160000,No,,,,New York,New York,United States of America
LBTS_2023_13751,Masters,"Steinhardt School of Culture, Education, and Human Development",Humanities,Man,International,International,Working,Yes,Placed,Constantine Karalis Architect,Architecture/Landscaping,Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Architect,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_1562,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,White,Domestic,Working,Yes,Placed,Spatial Compass,Not Available,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Architectural & Interior Design Assistant,Entry-level,,,,,Yes,,,,Boston,Massachusetts,United States of America
LBTS_2023_5774,Masters,Graduate School of Arts and Science,Humanities,Man,White,Domestic,Working,Yes,Placed,Yale University,Education/Teaching,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Archivist,Mid-level,Not applicable,,,,Yes,,,,New Haven,Connecticut,United States of America
LBTS_2023_11644,Masters,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,International,International,Working,Yes,Placed,Cai Studio,"Arts (Museums, Galleries)",Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Archivist,Mid-level,Return offer from an internship,1,Before graduation,42000,Yes,,,,New York,New York,United States of America
LBTS_2023_8046,Bachelors,Tisch School of the Arts,Humanities,Woman,Hispanic,Domestic,Working,Yes,Placed,Ruth Ansel Studio,Not Available,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Archivist,,,,,,No,,,,New York,New York,United States of America
LBTS_2023_10458,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,White,Domestic,Working,Yes,Placed,New York Public Library,Government/Military,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Archivist,,,,,,No,,,,New York,New York,United States of America
LBTS_2023_1221,Masters,Silver School of Social Work,Social Sciences/ Social Work,Woman,White,Domestic,Working,Yes,Placed,Lasell University,Education/Teaching,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Area Coordinator,Entry-level,Not applicable,,,,Yes,,,,Newton,Massachusetts,United States of America
LBTS_2023_9944,Masters,"Steinhardt School of Culture, Education, and Human Development",Clinical Health and Public Health,Woman,Not Available,Domestic,Working,Yes,Placed,Medtronic,Engineering,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)","Area Innovation Manager, Artificial Intelligence",Mid-level,Promotion from a previously held role,,,,No,,,,New York,New York,United States of America
LBTS_2023_12980,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,Not Available,International,Working,Yes,Placed,Amazon,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Area Manager,,,,,,Yes,,,,Rochester,New York,United States of America
LBTS_2023_10490,Masters,School of Professional Studies,Social Sciences/ Social Work,Woman,White,Domestic,Working,Yes,Placed,Hart Agency,Marketing/Advertising/PR,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Area Manager,Mid-level,Not applicable,,,,No,,,,New York,New York,United States of America
LBTS_2023_6350,Masters,Graduate School of Arts and Science,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,Amazon,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Business Intelligence Engineer,Entry-level,Return offer from an internship,1,Before graduation,101900,Yes,,,,Seattle,Washington,United States of America
LBTS_2023_2868,Masters,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,International,International,Working,Yes,Placed,Amanda Schmitt Art,"Arts (Museums, Galleries)",Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Art Advisory Associate,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_4177,Bachelors,Tisch School of the Arts,Humanities,Woman,White,Domestic,Working,Yes,Placed,Paramount,Entertainment/Media,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Art Assistant,Entry-level,Return offer from an internship,1,Between 3 and 6 months after graduation,60000,Yes,,,,New York,New York,United States of America
LBTS_2023_15731,Bachelors,Tandon School of Engineering,Humanities,Woman,White,Domestic,Working,Yes,Placed,Mythology,Marketing/Advertising/PR,Part-time (fewer than 30 hours/week),Internship,Art Direction Intern,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_12780,Bachelors,Tisch School of the Arts,Humanities,Woman,Hispanic,Domestic,Working,Yes,Placed,Self-employed,"Arts (Design, Graphic Design, Photography)",Part-time (fewer than 30 hours/week),Entrepreneurial/Self-Employed,Art Director and Producer,,Not applicable,,,,No,,,,New York,New York,United States of America
LBTS_2023_7607,Masters,"Steinhardt School of Culture, Education, and Human Development",Education,Woman,Hispanic,Domestic,Working,Yes,Placed,Department of Educaton,Government/Military,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Art Educator,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_5353,Masters,"Steinhardt School of Culture, Education, and Human Development",Clinical Health and Public Health,Woman,White,Domestic,Working,Yes,Placed,Puzzles Astoria,"Arts (Museums, Galleries)",Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Art Facilitator,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_1962,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,White,Domestic,Working,Yes,Placed,Playday,Education/Teaching,Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Art Instructor,Entry-level,Not applicable,2,Between 3 and 6 months after graduation,,No,,,,New York,New York,United States of America
LBTS_2023_16546,Masters,"Steinhardt School of Culture, Education, and Human Development",Education,Woman,White,Domestic,Working,Yes,Placed,Department of Education,Government/Military,Full-time (30+ hours/week),Faculty tenure track position,Art Teacher,Entry-level,Not applicable,2,Before graduation,70000,No,,,,New York,New York,United States of America
LBTS_2023_5374,Masters,"Steinhardt School of Culture, Education, and Human Development",Education,Man,Hispanic,Domestic,Working,Yes,Placed,NYC Department of Education,Government/Military,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Art Teacher,Mid-level,Not applicable,,,,No,,,,New York,New York,United States of America
LBTS_2023_11800,Masters,"Steinhardt School of Culture, Education, and Human Development",Clinical Health and Public Health,Woman,White,Domestic,Working,Yes,Placed,Rebecca School,Education/Teaching,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Art Teacher/Therapist,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_6781,Masters,"Steinhardt School of Culture, Education, and Human Development",Clinical Health and Public Health,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Tri-County Mental Health Services,Health Care,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Art Therapist,Mid-level,Not applicable,1,Between 3 and 6 months after graduation,67000,Yes,,,,Gladstone,Missouri,United States of America
LBTS_2023_13526,Masters,"Steinhardt School of Culture, Education, and Human Development",Clinical Health and Public Health,Woman,White,Domestic,Working,Yes,Placed,Counseling in Schools,Health Care,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Art Therapist,Entry-level,Return offer from an internship,None – I was not seeking any job offers,Between 3 and 6 months after graduation,55000,No,,,,New York,New York,United States of America
LBTS_2023_3487,Masters,"Steinhardt School of Culture, Education, and Human Development",Clinical Health and Public Health,Woman,White,Domestic,Working,Yes,Placed,Creative Art Therapy Place,Health Care,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Art Therapist,Mid-level,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_1257,Masters,"Steinhardt School of Culture, Education, and Human Development",Clinical Health and Public Health,Woman,Hispanic,Domestic,Working,Yes,Placed,A New Way Counseling and Psychotherapy,Health Care,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Mental Health Therapist,Mid-level,Not applicable,,,,No,,,,Hillsborough,New Jersey,United States of America
LBTS_2023_2935,Masters,"Steinhardt School of Culture, Education, and Human Development",Clinical Health and Public Health,Woman,White,Domestic,Working,Yes,Placed,NYU Steinhardt,Education/Teaching,Full-time (30+ hours/week),"Temporary/Contract Work Assignment (working for one client on a specific project, with a limited timeframe)",Art Therapist,Entry-level,Not applicable,4 or more,Within 3 months of graduation,53000,Yes,,,,New York,New York,United States of America
LBTS_2023_4356,Bachelors,Tisch School of the Arts,Humanities,Woman,International,International,Working,Yes,Placed,Self-employed,"Arts (Design, Graphic Design, Photography)",Full-time (30+ hours/week),Entrepreneurial/Self-Employed,Artist,Entry-level,Not applicable,,,,No,,,,Hong Kong,,China
LBTS_2023_12430,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,Not Available,Domestic,Working,Yes,Placed,Francie Hill Art,"Arts (Design, Graphic Design, Photography)",Full-time (30+ hours/week),Freelance (developing one's own projects and selling them to clients),Artist,Entry-level,Not applicable,4 or more,Before graduation,30000,Yes,,,,New Orleans,Louisiana,United States of America
LBTS_2023_1460,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,Hispanic,Domestic,Working,Yes,Placed,Naima's Designs,"Arts (Design, Graphic Design, Photography)",Part-time (fewer than 30 hours/week),Freelance (developing one's own projects and selling them to clients),Artist,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_12140,Bachelors,Tisch School of the Arts,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,SUP Multimedia,Computer Science/Technology,Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Artist,Entry-level,Return offer from an internship,1,Before graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_4899,Bachelors,Tisch School of the Arts,Humanities,Woman,Hispanic,Domestic,Working,Yes,Placed,Self-employed,Entertainment/Media,Part-time (fewer than 30 hours/week),Entrepreneurial/Self-Employed,Artist,Entry-level,Not applicable,,,,No,,,,New York,New York,United States of America
LBTS_2023_5014,Bachelors,Tisch School of the Arts,Humanities,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Self-employed,"Arts (Design, Graphic Design, Photography)",Full-time (30+ hours/week),Freelance (developing one's own projects and selling them to clients),Artist,Entry-level,Not applicable,,,,No,,,,New York,New York,United States of America
LBTS_2023_5168,Masters,"Steinhardt School of Culture, Education, and Human Development",Humanities,Man,White,Domestic,Working,Yes,Placed,Self-employed,"Arts (Design, Graphic Design, Photography)",Full-time (30+ hours/week),Freelance (developing one's own projects and selling them to clients),Artist,,Not applicable,,,,No,,,,New York,New York,United States of America
LBTS_2023_6697,Bachelors,Tisch School of the Arts,Humanities,Woman,Hispanic,Domestic,Working,Yes,Placed,Not Available,Entertainment/Media,Part-time (fewer than 30 hours/week),Freelance (developing one's own projects and selling them to clients),Artist,Entry-level,Not applicable,None – I was not seeking any job offers,,,Yes,,,,New York,New York,United States of America
LBTS_2023_7606,Bachelors,Tisch School of the Arts,Humanities,Woman,International,International,Working,Yes,Placed,Self-employed,"Arts (Design, Graphic Design, Photography)",Full-time (30+ hours/week),Entrepreneurial/Self-Employed,Artist,,,,,,No,,,,New York,New York,United States of America
LBTS_2023_10035,Masters,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,White,Domestic,Working,Yes,Placed,Self-employed,"Arts (Theater, Performing Arts)",Full-time (30+ hours/week),Entrepreneurial/Self-Employed,Artist,,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_9121,Bachelors,Tisch School of the Arts,Humanities,Woman,Hispanic,Domestic,Working,Yes,Placed,Textile Art Center,"Arts (Museums, Galleries)",Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Artist,Senior Level,Return offer from an internship,2,Before graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_5665,Masters,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,Hispanic,Domestic,Working,Yes,Placed,Self-employed,"Arts (Design, Graphic Design, Photography)",Full-time (30+ hours/week),Freelance (developing one's own projects and selling them to clients),Artist and Freelancer,,Not applicable,,,,No,,,,New York,New York,United States of America
LBTS_2023_6759,Masters,"Steinhardt School of Culture, Education, and Human Development",Business,Woman,White,Domestic,Working,Yes,Placed,The Mark Spector Company,Not Available,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Artist Manager,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_12594,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,International,International,Working,Yes,Placed,CAMI Music,Entertainment/Media,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Artist Servicing,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_12039,Masters,"Steinhardt School of Culture, Education, and Human Development",Clinical Health and Public Health,Woman,International,International,Working,Yes,Placed,Self-employed,"Arts (Design, Graphic Design, Photography)",Full-time (30+ hours/week),Entrepreneurial/Self-Employed,"Artist, Author, and Psychotherapist",,,,,,No,,,,New York,New York,United States of America
LBTS_2023_5519,Masters,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,International,International,Working,Yes,Placed,New Bund 31,"Arts (Theater, Performing Arts)",Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Artistic Director Assistant,Mid-level,Return offer from an internship,,,,Yes,,,,Shanghai,,China
LBTS_2023_1645,Bachelors,College of Arts and Science,Social Sciences/ Social Work,Woman,White,Domestic,Working,Yes,Placed,Chateau d'Orquevaux Artist Residency,"Arts (Design, Graphic Design, Photography)",Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Arts Administrator,Entry-level,Not applicable,,,,Yes,,,,Orquevaux,,France
LBTS_2023_7537,Masters,Graduate School of Arts and Science,Humanities,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Recommend If You Like,"Communications (Journalism, Publishing)",Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Arts and Culture Writer,Mid-level,Not applicable,,,,No,,,,"Washington, D.C.",,United States of America
LBTS_2023_5125,Masters,Graduate School of Arts and Science,Computer Science / Data Science/ Engineering/ Game Design,Man,International,International,Working,Yes,Placed,Fortinet,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",ASIC Design Engineer,Entry-level,Not applicable,2,Before graduation,150000,Yes,,,,Sunnyvale,California,United States of America
LBTS_2023_3893,Bachelors,Leonard N. Stern School of Business,Business,Woman,International,International,Working,Yes,Placed,Goldman Sachs,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Asset Management Analyst,Entry-level,Return offer from an internship,1,,100000,Yes,,,,New York,New York,United States of America
